INFO backend.py:1050:  Mock Version: 1.1.38
DEBUG util.py:332:  Executing command: ['/bin/mount', '-n', '--bind', '/var/cache/mock/lwprepo-6-x86_64/ccache/', '/var/lib/mock/lwprepo-6-x86_64/root/tmp/ccache'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/mount', '-n', '--bind', '/tmp/mock-selinux-plugin.oQZ1Kb', '/var/lib/mock/lwprepo-6-x86_64/root/proc/filesystems'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['rpm', '-Uvh', '--nodeps', '/builddir/build/originals/lwprepo-6-x86_64.src.rpm'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:282:  perl-HTML-Form              ##################################################
DEBUG util.py:372:  Child return code was: 0
DEBUG backend.py:979:  ['/usr/bin/yum', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', 'resolvedep', 'ccache']
DEBUG util.py:332:  Executing command: ['/usr/bin/yum', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', 'resolvedep', 'ccache', '--setopt=tsflags=nocontexts'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:282:  0:ccache-3.1.6-2.el6.x86_64
DEBUG util.py:372:  Child return code was: 0
DEBUG backend.py:979:  ['/usr/bin/yum', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', 'install', 'ccache']
DEBUG util.py:332:  Executing command: ['/usr/bin/yum', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', 'install', 'ccache', '--setopt=tsflags=nocontexts'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:   Package          Arch             Version                 Repository      Size
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:  Installing:
DEBUG util.py:282:   ccache           x86_64           3.1.6-2.el6             epel           122 k
DEBUG util.py:282:  Transaction Summary
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:  Install       1 Package(s)
DEBUG util.py:282:  Total size: 122 k
DEBUG util.py:282:  Installed size: 349 k
DEBUG util.py:282:  Installed:
DEBUG util.py:282:    ccache.x86_64 0:3.1.6-2.el6                                                   
DEBUG util.py:372:  Child return code was: 0
DEBUG backend.py:979:  ['/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', '/var/lib/mock/lwprepo-6-x86_64/root///builddir/build/SRPMS/perl-HTML-Form-6.03-6.el6.src.rpm']
DEBUG util.py:332:  Executing command: ['/usr/bin/yum-builddep', '--installroot', '/var/lib/mock/lwprepo-6-x86_64/root/', '/var/lib/mock/lwprepo-6-x86_64/root///builddir/build/SRPMS/perl-HTML-Form-6.03-6.el6.src.rpm', '--setopt=tsflags=nocontexts'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:282:  Getting requirements for perl-HTML-Form-6.03-6.el6.src
DEBUG util.py:282:   --> perl-ExtUtils-MakeMaker-6.55-136.el6.x86_64
DEBUG util.py:282:   --> perl-HTML-Parser-3.64-2.el6.x86_64
DEBUG util.py:282:   --> perl-HTTP-Message-6.06-7.el6.noarch
DEBUG util.py:282:   --> perl-HTTP-Message-6.06-7.el6.noarch
DEBUG util.py:282:   --> perl-Test-Simple-0.92-136.el6.x86_64
DEBUG util.py:282:   --> perl-URI-1.40-2.el6.noarch
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:   Package                    Arch      Version                  Repository  Size
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:  Installing:
DEBUG util.py:282:   perl-ExtUtils-MakeMaker    x86_64    6.55-136.el6             base       292 k
DEBUG util.py:282:   perl-HTML-Parser           x86_64    3.64-2.el6               base       108 k
DEBUG util.py:282:   perl-HTTP-Message          noarch    6.06-7.el6               lwprepo     80 k
DEBUG util.py:282:   perl-Test-Simple           x86_64    0.92-136.el6             base       111 k
DEBUG util.py:282:   perl-URI                   noarch    1.40-2.el6               base       116 k
DEBUG util.py:282:  Installing for dependencies:
DEBUG util.py:282:   db4-cxx                    x86_64    4.7.25-18.el6_4          base       587 k
DEBUG util.py:282:   db4-devel                  x86_64    4.7.25-18.el6_4          base       6.6 M
DEBUG util.py:282:   gdbm-devel                 x86_64    1.8.0-36.el6             base        24 k
DEBUG util.py:282:   mailcap                    noarch    2.1.31-2.el6             base        26 k
DEBUG util.py:282:   perl-Compress-Raw-Bzip2    x86_64    2.021-136.el6            base        45 k
DEBUG util.py:282:   perl-Compress-Raw-Zlib     x86_64    1:2.021-136.el6          base        68 k
DEBUG util.py:282:   perl-Encode-Locale         noarch    1.03-7.el6               lwprepo     14 k
DEBUG util.py:282:   perl-ExtUtils-ParseXS      x86_64    1:2.2003.0-136.el6       base        44 k
DEBUG util.py:282:   perl-HTML-Tagset           noarch    3.20-4.el6               base        15 k
DEBUG util.py:282:   perl-HTTP-Date             noarch    6.02-8.el6               lwprepo     13 k
DEBUG util.py:282:   perl-IO-Compress-Base      x86_64    2.021-136.el6            base        68 k
DEBUG util.py:282:   perl-IO-Compress-Bzip2     x86_64    2.021-136.el6            base        47 k
DEBUG util.py:282:   perl-IO-Compress-Zlib      x86_64    2.021-136.el6            base       134 k
DEBUG util.py:282:   perl-IO-HTML               noarch    1.00-3.el6               lwprepo     22 k
DEBUG util.py:282:   perl-LWP-MediaTypes        noarch    6.02-4.el6               lwprepo     23 k
DEBUG util.py:282:   perl-Test-Harness          x86_64    3.17-136.el6             base       230 k
DEBUG util.py:282:   perl-TimeDate              noarch    1:1.16-11.1.el6          base        33 k
DEBUG util.py:282:   perl-devel                 x86_64    4:5.10.1-136.el6         base       422 k
DEBUG util.py:282:  Transaction Summary
DEBUG util.py:282:  ================================================================================
DEBUG util.py:282:  Install      23 Package(s)
DEBUG util.py:282:  Total size: 9.0 M
DEBUG util.py:282:  Total download size: 152 k
DEBUG util.py:282:  Installed size: 30 M
DEBUG util.py:282:  Installed:
DEBUG util.py:282:    perl-ExtUtils-MakeMaker.x86_64 0:6.55-136.el6                                 
DEBUG util.py:282:    perl-HTML-Parser.x86_64 0:3.64-2.el6                                          
DEBUG util.py:282:    perl-HTTP-Message.noarch 0:6.06-7.el6                                         
DEBUG util.py:282:    perl-Test-Simple.x86_64 0:0.92-136.el6                                        
DEBUG util.py:282:    perl-URI.noarch 0:1.40-2.el6                                                  
DEBUG util.py:282:  Dependency Installed:
DEBUG util.py:282:    db4-cxx.x86_64 0:4.7.25-18.el6_4                                              
DEBUG util.py:282:    db4-devel.x86_64 0:4.7.25-18.el6_4                                            
DEBUG util.py:282:    gdbm-devel.x86_64 0:1.8.0-36.el6                                              
DEBUG util.py:282:    mailcap.noarch 0:2.1.31-2.el6                                                 
DEBUG util.py:282:    perl-Compress-Raw-Bzip2.x86_64 0:2.021-136.el6                                
DEBUG util.py:282:    perl-Compress-Raw-Zlib.x86_64 1:2.021-136.el6                                 
DEBUG util.py:282:    perl-Encode-Locale.noarch 0:1.03-7.el6                                        
DEBUG util.py:282:    perl-ExtUtils-ParseXS.x86_64 1:2.2003.0-136.el6                               
DEBUG util.py:282:    perl-HTML-Tagset.noarch 0:3.20-4.el6                                          
DEBUG util.py:282:    perl-HTTP-Date.noarch 0:6.02-8.el6                                            
DEBUG util.py:282:    perl-IO-Compress-Base.x86_64 0:2.021-136.el6                                  
DEBUG util.py:282:    perl-IO-Compress-Bzip2.x86_64 0:2.021-136.el6                                 
DEBUG util.py:282:    perl-IO-Compress-Zlib.x86_64 0:2.021-136.el6                                  
DEBUG util.py:282:    perl-IO-HTML.noarch 0:1.00-3.el6                                              
DEBUG util.py:282:    perl-LWP-MediaTypes.noarch 0:6.02-4.el6                                       
DEBUG util.py:282:    perl-Test-Harness.x86_64 0:3.17-136.el6                                       
DEBUG util.py:282:    perl-TimeDate.noarch 1:1.16-11.1.el6                                          
DEBUG util.py:282:    perl-devel.x86_64 4:5.10.1-136.el6                                            
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['ccache', '-M', '4G'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'CCACHE_DIR': '/tmp/ccache', 'HOSTNAME': 'mock', 'PROMPT_COMMAND': 'echo -n "<mock-chroot>"', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin', 'CCACHE_UMASK': '002'}
DEBUG util.py:282:  Set cache size limit to 4.0 Gbytes
DEBUG util.py:372:  Child return code was: 0
DEBUG backend.py:751:  Copying packages to result dir
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/lwprepo-6-x86_64/root/proc/filesystems'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/lwprepo-6-x86_64/root/tmp/ccache'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '/var/lib/mock/lwprepo-6-x86_64/root/var/cache/yum'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/lwprepo-6-x86_64/root/dev/pts'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/lwprepo-6-x86_64/root/dev/shm'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/lwprepo-6-x86_64/root/sys'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:332:  Executing command: ['/bin/umount', '-n', '-l', '/var/lib/mock/lwprepo-6-x86_64/root/proc'] with env {'LANG': 'C', 'TERM': 'vt100', 'SHELL': '/bin/bash', 'HOSTNAME': 'mock', 'HOME': '/builddir', 'PATH': '/usr/bin:/bin:/usr/sbin:/sbin'}
DEBUG util.py:372:  Child return code was: 0
DEBUG util.py:120:  kill orphans
DEBUG util.py:92:  remove tree: /var/lib/mock/lwprepo-6-x86_64.tmp
INFO backend.py:227:  chroot (/var/lib/mock/lwprepo-6-x86_64) unlocked and deleted
DEBUG util.py:120:  kill orphans
